id,review,type_review,date,language,views,votes,score
miguelwii,"muy bueno genial dlc para una obra maestra, lo malo es que es demasiado caro 14.99 por 2 horas de juego... aunque relata eventos muy buenos de la saga esperemos que en ps4 sea asombroso",expanded,2014-05-10,Spanish,2,1,9
xDarkfaith312x,"Left Behind is probably the best DLC i have ever played, it adds to Ellie's character and background and is definitely worth the tad expensive price tag. If only it was longer, either way it is still a great addition to the story and the game",expanded,2014-05-07,English,2,1,9
richtofin819,next to bioshock infinite this content was the most disappointing. it was short pointless and covered story we had already heard about plus they screwed with the story by throwing in a little romance that just reminded me of cliche action movies not the last of us i have come to love.,expanded,2014-05-05,English,16,8,0
GamergodsFail,"The Last of Us: Left Behind is what you'd expect from Naughty Dog. Intense, emotional, compelling, captivating, and well put together. This DLC clocks in at around 3 hours long, and not one minute of it drags behind. Naughty Dog put in great effort into making their very first single player DLC.,There are 2 different stories that play back-to-back here, and it fills in some of the gaps that seemed to have been unexplained in the main game. However, I thought the ending felt just a little rushed and inconclusive. It also felt a little too short for a $15 asking price. That's $5 per hour, if you don't plan on replaying it on a higher difficulty or finding all the collectibles. A 3-hour long DLC inside a 12-hour long main game is fine. It's the price that bothered me. I felt this should've been only $10. Also I did have a couple minor problems with the gameplay, such as the huge difficulty spike at the end, and Ellie automatically standing up after stealth killing an enemy from a crouched stance, causing you to make noise by accident.,Everything else about this DLC exceeded my expectations. It was an incredibly satisfying short addition to my favorite game of 2013. For the most part. Good job, Naughty Dog. You developers never disappoint. You're the best of the bunch.,,8/10 - Great",normal,2014-04-29,English,4,2,8
Junior76,"The Last Of Us: Left Behind is amazing, has a little more detail about the history of the game.The duration is acceptable, although not a major DLC.The story of Ellie with her friend Riley is fantastic.",expanded,2014-04-18,English,2,1,10
HedgeHodge,"I was a fan of the original game, but Left Behind is a disappointment. There is nothing shocking or well done about this add-on. It's short, overpriced, and has next to no gameplay. I beat it in 2 hours on survivor difficulty. Some might say ""quantity over quality,"" but that doesn't apply to this content. Choppy transitions between past and present, less than 30 min. of ACTUAL gameplay, and absolutely no replay value, make this DLC poorly one, and not worth your time or money.",normal,2014-04-14,English,4,2,4
Plasmaneedle,"The Last of Us had a lot of potential to be a great game, so it's quite sad to see that instead of building upon that potential, Left Behind is a step down from The Last of Us in nearly every way. The story was a good idea but poorly executed. The combat just feels even more forced than it did in The Last of Us. This DLC adds nothing and is too short to even be worth the price.",expanded,2014-04-10,English,6,2,1
Glowguy,"After TLOU I will pretty much buy anything that Naughty Dog puts out, however I will be a bit critical with Left Behind.  First off - it's not tossed off or anything - the content is high quality and it certainly has it's moments.  There just isn't enough content here to make this worth the price tag and there is virtually nothing new in terms of gameplay that you don't get in the original (there is one new thing but I wouldn't have even realized it without reading it here).  Even the theme of the DLC is a little misleading because at least half of the content actually takes place during TLOU and is not part of Ellie's backstory at all.  I am a big fan of Naughty Dog and TLOU is arguably the best console game ever made so the expectations are ridiculously high, but the difference this time is that I feel that they failed to deliver.",normal,2014-04-08,English,4,2,6
darkecofreak1,"Hands down the best game I have ever played. It ruined playing any other game. I had to wait about 2 weeks before I could play anything else. It has it's faults, but what game doesn't. It is well worth the money! If your one of those people who like to just enjoy the ride then this game on EASY is perfect. If you want to go Boss then try harder difficulties. Either way it's amazing.",expanded,2014-04-07,English,4,2,10
Vasili_Agate,"This game just awesome.. Graphics.. sounds.. story.. I'll never stop playing The Last of Us and it's dlc's. I already finished the game 3 times.. however, story is so sad. I hope that Last of us never ends..",expanded,2014-04-06,English,3,1,9
Reconhope,"This DLC makes you remember why Last of Us drew in gamers worldwide. One of the most compelling stories to ever touch gamers gets even deeper into the backstory, in this dlc, and it's worth every bit.",expanded,2014-03-31,English,2,1,10
Whrod,"The greatest piece of DLC I've ever played. LEFT BEHIND is a pure work of genius. It has all of the things that made THE LAST OF US one of the greatest game of all time. Whereas the prologue for the game focused more on Joel and his journey with Ellie. LEFT BEHIND shows you Ellie's life right before the beginning of THE LAST OF US. The story of Left Behind is masterfully written, giving more insight to Ellie's relationship with Riley, as well as showing you the unforgiving world of post-apocalyptic USA, one more time. The combat introduces Infected and humans in the same area, with you right in the middle. You can use the Infected to get the humans or use stealth to sneak past all of them. LEFT BEHIND is the new high point for DLC. It's worth nearly more than it's price and it's a definite must buy for fans.",normal,2014-03-30,English,5,1,9
RhettDG,"A poorly written afterthought that was overly reliant on her relationship with her friend.  If you played Last of Us, there is nothing new.  When I say nothing new I mean nothing period.  The game is the same and you know EXACTLY what happens.  Nothing is added to the narrative and nothing is helpful in filling out the backstory.  This DLC was a waste of time, it was a waste of my time and money and it was a waste of Naughty Dogs time.  The only thing that people remotely talk about is that two girls kiss.  Its there to either shock you, make you feel good, or to push an agenda, nothing more.  This DLC ANGERED me and I am upset that I had to pay for it, regardless of the price.,The combat itself is all the same.  They force you to fight in a large and excessive enemy rush that seems tacked on and unnecessary.  Even the often referred to ability to coax survivors into fighting infected is badly programmed at best.  The enemies clearly seem unintended to fight one another so it becomes a joke to watch them flail around in a mock fight.,You'll love this DLC if you fall into the trap of whatever message they seem to think they are trying to share.  Pulling at the heart strings of the consumer does not make for a good game or good writing.  Otherwise don't waste your time.",normal,2014-03-29,English,40,8,0
elmaigoch09,"A great prequel and Ellie's backstory, it's awesome, Riley's character was unique in this story, without her Ellie wouldn't be Ellie, The Last of Us and this DLC would leave a very and unforgettable mark in video games history.",expanded,2014-03-27,English,6,3,9
Yagrold,"I can pay a price of a AAA console game for this DLC, another epic story, a really additive DLC.,Naughty Dog is really one of the best developers in the gaming industry.",expanded,2014-03-14,English,3,1,10
Makaveli,"Welcomed DLC but I would of rather they included something other than Ellies  back story. She doesn't really act like the Ellie we all know and love in TLoU so this DLC actually made me think less of Ellies character in general... The gameplay is good though..I will say that you do not need this DLC, it doesn't really bring anything to TLoU but just an extension to the game itself, and a short one at that.",normal,2014-03-12,English,3,2,8
XBONE,"Not much of a game really for this DLC, but they just feel you some information about what happened in the past.  There is hardly any actual gameplay in this.  However, it was a fun DLC, idk how naughty dog manages to make boring games into amazing games. However, when Ellie kissed a girl, that just changed the way I look at the main story,  all in all, good DLC, but bad decision making from the creators.",normal,2014-03-10,English,23,2,7
TheAaronHD,"Only 2 hours long but very good.,Combat doesn't feel forced.  Amazing details.,One of the best dlc out there. This is not day-one dlc that you will find on some other games, this is dlc what took time and effort to make.",expanded,2014-03-09,English,5,3,9
TheQuietGamer,"Naughty Dog brings ""The Last of Us"" back with a fantastic DLC. We get a look back at Ellie's past, as well as what she was doing during the time Joel was injured. It's fantastic, emotional, and features that fantastic and believable writing I've come to expect from Naughty Dog. There are also some tense combat sections as well plenty of new collectibles to find.,,The DLC is a little short. and the only reason to really replay it is to collect everything, but this is still worth the purchase for any ""The Last of Us"" fan. More of this game's fantastic world, story, and gameplay is always welcome in my book. Hopefully we'll see more story based DLC for this game in the future.",normal,2014-03-08,English,4,2,8
ChickenCrimpy,"OK. Great fan here. *******Contains Some Spoilers**** I can see why some people rte this a bit harsh. Its because the bar was set so high in TLOU. The DLC did seem a bit scattered at times flashing between the past and present but all in all it was a good background story and flowed well.,As others say, it is short. I finished it in one sitting (approx 2.5 hours) on survivor and really only struggled slightly in one area where you are forced to fight and kill runners.,If you loved TLOU, this is an essential addition. Is it worth $22? Maybe not but then again you get it for free when you get the season pass for $29 ;)",normal,2014-03-07,English,3,1,9
Ghoster,"Game received from me pure 10 because I think this is probably best game in history. Left behind is enjoyable, but really too much cut scenes and ""follow me"" parts. I think it last about 2-2.5 hours and real gameplay is about 45 minutes. Regardless it's still enjoyable but not for highest score.",expanded,2014-03-01,English,5,2,8
R6ex,"Touching story at the end, but not very interesting overall. It feels like a girls' game because the whole story is about what Riley and Ellie do together as little girls. Too bad it doesn't appeal to the guy in me, as everything feels so childish. I prefer the tough-as-nail Ellie of TLOU, as opposed to her childish nature in this DLC. So, don't pin your hopes too high on this DLC.",expanded,2014-03-01,English,6,1,7
KrisWhiteWolf,"Just like the main game,Left Behind is an aboslute masterpiece.Amazing graphics,incredible storyline,great gameplay and some of the best characters in gaming.The DLC could definetly be longer,it's only about 2 to 2 and a half hours long,but it's definetly worth it even for the pricepoint of 15 dollars.Quality over quantity,as they say.And when it comes to quality,this game has it all.Congratulations,Naughty Dog,you guys did it again!",normal,2014-02-27,English,6,3,10
joshuambp,"Really disappointing. Same polished gameplay and graphics but unforgivably short. And the story is nothing like the compelling and dynamic one of ""The Last of Us."" It's a strange and extremely brief plot, and gives little in the way of extra info about the main campaign. It's fun though of course, and gorgeous...but hardly a must have. It's also not really worth fifteen bucks with a three hour running time and no replayability. Meh.",normal,2014-02-27,English,4,2,6
PCR,"Left Behind reminded me why I loved The Last of Us so much. It was easily my favorite game of 2013, and possibly my favorite game of all time. When the first and final single-player DLC, Left Behind, was announced, I couldn’t wait to jump back into the incredible world that Naughty Dog created.,,Left Behind takes place before the events of The Last of Us. You play as Ellie and are accompanied by your best friend, Riley. This takes place before Ellie ever met Joel. In addition to playing as a slightly younger Ellie in the events that took place before The Last of Us, the game also fills you in on what Ellie was up to while Joel was nearly bleeding to death during the campaign. At first, it may not make sense as to why the game shows these two events together, but it becomes more clear as the game progresses that there is a correlation, mostly emotional, between the two events.,,Playing as Ellie feels a lot different than playing as Joel, as one would imagine. Ellie can handle herself well, but she’s not as hardened of a killer as Joel is, obviously. Ellie dons her trusty switchblade, but don’t let that make you feel comfortable. I found that it’s better to be as stealthy as possible, especially when playing on Hard or Survivor difficulties.,,I absolutely love the relationship between Riley and Ellie that developed over just a couple hours. It made me think about my best friend growing up, and just how special a friendship between two teenage girls can be. It was nice to meet someone that Ellie cared about other than Joel, and it really made me realize why she is so scared to lose someone again. She needs Joel as much as he needs her.,,Final thoughts,,Gameplay: Like I said before, playing as Ellie feels much different than playing as Joel, and it’s definitely more difficult to play as Ellie. However, the combat is very refreshing, and it felt good to kill Infected again.,,Appearance: As expected, environments and all visuals are absolutely gorgeous. I really missed this world, as weird as that may sound. I know Ellie would kill for the opportunity to escape that world as soon as possible.,,Sound: The voice acting performed by Ashley Johnson and Yaani King is superb. Their friendship is absolutely beautiful, and this could not have been fully realized if not for the incredible acting performances. The music is borrowed from the main game’s soundtrack, and is beautiful, as always.,,Bottom line: Any fan of The Last of Us cannot afford to miss this brilliant story expansion. If you have not played the main campaign, please do not play this DLC; it will mean almost nothing to you. However, if you played and enjoyed the incredible universe that Naughty Dog created, do not miss out on Left Behind. At $14.99, it may seem a bit pricey for just over two hours of gameplay, but it’s worth every penny.",normal,2014-02-26,English,11,2,9
NK_1975,"Frankly speaking I don’t agree The Last of Us is a gaming’s Citizen Kane moment. More likely it’s kind of gaming world’s Stagecoach. John Ford’s movie was a revolution of already existing Western clichés & forms mixed in something apparently new. Naughty Dog’s The Last of Us did the same using zombie games stereotypes. And it was such an amazing experience.,,The Last of Us: Left Behind is a fundamentally different story. What is shocking it is not obvious but that is dull. Apparently there is a bravest descent from top art form to fashionable banality which I have ever seen. I got a friendly advice for Sony Computer Entertainment: please carefully produce Druckmann-Straley team in the future. I presume that the worldwide acclaim is much better choice instead of politically correct hype that has no sense of proportion and lacks of good taste.,,P.S. But Left Behind has some great graphics though…",normal,2014-02-26,English,1,0,5
insloanwetrust,"Left Behind is a fantastic prequel to The last of us. It focuses on Ellie and her friend Riley. It's about Ellie's back story before the events of The last of us. It also ties in with the main story but I won't spoil anything here. This game takes story telling, characters, emotion and relationship building to a whole new level. You will just have so much fun and play with a smile on your face living the life's of two teenage girls as they go about their life's in a post apocalyptic world. The game focuses more on their characters and relationship and it has a more relaxed and playful tone than the main game. There are also new combat editions that makes you able to pit Humans against the infected that was really cool to play around with. The mini games and side stuff where really fun, an arcade game you play really has you enthralled and a water gun fight is somehow intense. I believe the best parts of the game are when you're just doing everyday teenage girl things. Of course in a post apocalyptic world that's filled with infected it's not all fun and games and you will have to deal with them. Ellie is much different than Joel in this regard. She is more nimble and has a handy knife but is a lot weaker and feels more vulnerable. The gameplay is identical to the main game and that's good because it's perfect. This game is short however but it's absolutely quality over quantity with this one. This DLC will stick with you and give you some talking points after the credits have rolled. It's one of the best DLC's I've came across and anyone who enjoyed the last of us should pick this DLC up because it complements the main game really well and tells us more about one of the best characters in recent times in video games Ellie.",normal,2014-02-25,English,7,4,10
strapcharles,"This is a great DLC. Short but sweet. Not too challenging, but challenging enough to keep you having to try over and over a few times. But you get it pretty quickly.",expanded,2014-02-25,English,79,3,10
TheBlackGreg,This DLC is fantastic and a bit difficult the story is great i really enjoyed how they had the pre-qual storyline and a second storyline following the part after the university part. It also some side activities which were very  cool. But it felt a tiny bit short.,normal,2014-02-25,English,6,3,9
bladeagent,"Left Behind gives Last of Us fans more of what they loved before:  A compelling story, tense gameplay, terrific voice work, and emotional cutscenes.  This is one of the best DLC i've played in a long time!",expanded,2014-02-24,English,19,4,10
seantimothy,This is one of the best DLCs I've ever played. It's affordable and it provides a very in depth backstory to Ellie you couldn't get without playing the DLC. It's not the longest DLC but DLCs shouldn't be long as they are... well... DLCs. I recommend it highly!,expanded,2014-02-24,English,12,7,9
bfoore90,"I loved the Last of Us and this DLC did not disappoint, as you get to play Ellie and it also provides a interesting insight on Ellie's back-story and who she is as a character, I felt slightly jipped after having to pay 15 US dollars for it on Playstation Network. The DLC has no real impact on the story as its mainly just a flashback and I found it to be unnecessary that Naughty Dog hinted that Ellie may be gay or bi-sexual. While i am in no way shape or form a homophobe or against whatever love you show, My aunt and god-father are gay and gay people have been apart of my life since as long as I can remember. I get that alot of games are doing it now, Mass Effect 3 is one of my all-time favorites and I greatly enjoyed the LGBT characters Steve Cortez and Samantha Traynor but for Naughty Dog to follow in the footsteps of so many others and suggest Ellie may be gay or bi-sexual in my opinion was just  an unnecessary side story to a otherwise awe-inspiring video game.",normal,2014-02-24,English,11,7,5
French_Antoine,"I feel violated. I did not want to rate the initial game because I knew a dlc was coming, but if I had to, I would give it at least a 9/10.,,But this here guys is completely unacceptable. 15€ for one hour of cutscenes, 40 minutes of walking, and five minutes of QTEs and a fight (yes it is singular, you can avoid the other ones with astounding ease). Nothing is new in gameplay, there is even less than in the full game.,,The worst part of it is that you basically learn nothing interesting. Riley is one of the least interesting characters ever. She just is the kind of people you want to hate and slap over and over. The thing is you know how it ends even before the first cutscene ends. And when the credits start to roll, I was like : ""Ok, I knew it would end this way, but that's it ? That's not finished. Literally."",,And what's wrong with the AI ? Why did it go completely stupid ignoring bricks/bottles, and being bugged by cover places ?,,But the biggest let down yet, I just can't believe they show Ellie like that. She's completely another person. It completely ruined what I thought of her.,,Anyway... This ""extension"" should cost 5€, or should have been included in the game from the start (it feels a lot like a deleted scene reimplemented because of hype).",normal,2014-02-24,English,16,8,2
potatoes351,"The highly anticipated DLC to The Last of Us has arrived. Set before the main game, Left Behind shows us a glimpse into Ellie's past set between the American Dreams comic book and the beginning of the main game. The game also has sections that place themselves between the Autumn & Winter chapters where Ellie needs to care for Joel after the incident at the University.,The story is of course the main point and Left Behind is essential for any TLoU player, it brings a whole other context to some of the events in the main game and gives Ellie's final speech at the end of the main game even more of an impact than it did previously. I wont spoil anything, but as long as you have avoided spoilers so far, you'll be in for a hell of a surprise around 3/4ths of the way in the DLC.,The DLC is between 2 & 4 hours long and plays very similarly to the main game with the only exception being that the combat is a lot more difficult due to scarce supplies & playing as a weaker character.,In short, buy Left Behind if you have The Last of Us and if you dont have The Last of Us buy them both now. There is a reason why this was the best game of 2013 and the DLC only proves that point more by sending a powerful & shocking message to the games industry as a whole, an industry afraid to shift away from generic, brown haired male protagonists to now have an extremely beloved character to be the exact opposite of that.,Hats off to Naughty Dog for another stand out experience and here's hoping we get to have another experience with The Last of Us in the future.",normal,2014-02-23,English,15,3,9
flame6000,"The Last of us Left behind is an extraordinary dlc adding new combat elements such as the infected vs human element and also delivering a violent mature emotional script with skill and attention to detail with its subtle but powerful subtext. The DLC shines some light on some of the events in the main game giving the ending and relationships formed within the single player campaign even more effect and potency . I will not talk about,story for long as it is best experienced blind but the basic plot is Reilly and Ellie two best friends exploring a run down mall in a post apocalyptic america before the events of the main game. Overall the dlc is well worth a play it pulls on your heartstrings in a short but brilliant tale.",normal,2014-02-22,English,28,3,10
The_Schnelks,"This short DLC gives a lot more insight into Ellie's origins and does a good job of character development with Riley. It also fills in a gap in the original story. The environments are as detailed as before and there a few collectibles that aid in building up the story. The dialogue with Ellie and Riley is really well done. I think this DLC is meaningful and adds value to the TLOU story.,,If you are someone who played through the original game and didn't care about the story development, characters, or dialogue, you won't like this DLC. It's light on action and the focus is really on story development. The action is still good, just not really new.,,I think this DLC could have been a little longer and maybe had a little more action, but I recommend it to those who are big fans of all aspects of the original game. Those who value action over story may wish to skip this one, or may want to wait for a price reduction, if possible.,,I played this on Survivor difficulty and have all collectibles and conversations. It took almost 3 hours and a little replaying for mopping up some collectibles. I had already purchased this DLC via Season Pass.",normal,2014-02-22,English,21,4,8
jacked_beast,I was disappointed by this DLC prelude story. You play as Ellie the entire time. It was a decent addition to the main story but it was way too short for me and was kind of weak.  It only takes about 2 hours to complete and I really think they should lower the price for it. This is a must have for fans only and I felt like this really wasn't necessary to make.,expanded,2014-02-22,English,7,2,4
Xbox,"The three words I used to describe ""The Last of Us"" were:  uncompromising, beautiful, and tragic.,The three words I use to describe ""Left Behind"" are:  intimate, awkward, and evocative.  Although I am a middle aged parent, I was quickly beguiled by the portraits of Ellie and Riley and their relationship.  It reminded me of my own adolescence:  the frustrations and joys of trying to figure out people and the world.  Reluctantly clinging to but then shedding the familiarities of childhood while pretending to be ready and confident to deal with matters of imminent adulthood.  ""Left Behind"" painted this familiar, but often easy to mess up, narrative in the context of the grim realities of ""The Last of Us"" with such skill and nuance that a lot can be written and still not do it full justice.  My simple recommendation is, like the full game, to take your time and play the DLC to the maximum.  Consume every last drop and at the end you will be amazed, satisfied, and reflective.,,I am probably in the minority when I say that I hope that Naughty Dog does not make a sequel or more DLCs to ""The Last of Us"".  I believe that nothing more needs to be added to these characters and their story.  It is complete.  Thanks, Naughty Dog.",normal,2014-02-21,English,6,3,10
rainbowsparkle,"OMG ive waited so long for a game like this with female characters who are not just put in the plot because the game wants to be 'progressive' but is actually backwards because they're just there for the men.,,This took me back to teenage years and does it so well. People who say that games cant tell stories as well as books should play this and open their dumb minds. People who say this costs too much are just plain  dumb because most dlc has 1 hour of story content but is then filled to 5 hours with repetitive combat. Bioshock dlc anyone??? This does the opposite and has 3 hours without any combat and then (i admit) fills the last half hour (only about 15%!!) with combat but that doesnt mean this game deserves anything less than 10.,,This was the only game ive ever played where i played it for the second time immediately after finishing it the first time. It's so good. No I didn't cry like I did in TLoU but there's a subtlety in the whole game. I hardly have to say how rare it is for a game to have this but enough from me! If you havent played it already do so. Trust me on this you wont regret it. Also PC snobs can go screw themselves but by not playing the game they already are by missing out on this masterpiece. I know its super early but this is the game to beat for goty this year.",normal,2014-02-20,English,7,4,10
sparriskrigaren,"The little gameplay you get is FANTASTIC. However, it's so short I was actually shocked. My biggest problem is, why did we have to play as Ellie in the ""present"" time? That's what we spent all of The Last of Us doing. I really wish the whole DLC should have played out before TLOU and not just half. Other than that, incredible, but you get like one hour of worthwile gameplay. Lazy.",expanded,2014-02-20,English,4,2,8
mosessaur,"This is a must play for Last Of Us fans -if you liked the main story game-. 2 things I liked here.,1) You get to know what Ellie faced when she was trying to save Joel's life after the ambush in the uni during winter. Here the fans of The Last of Us Combat and stealth system should have their moments.,2) Story and emotion intense  exploring Ellie & Railly friendship. I read 2 of comic books ""American Dream"". But to get to play part of them is something else. I enjoyed watching and learning about this friendship.,This DLC is short but worth it if you are fan of the game.,I give this 8.5/10 but as there is no 8.5 here I will go up for 9.",normal,2014-02-19,English,7,3,9
Predator,"I have been looking forward to this for some time now and I hate to say this but I am feeling let down. Yes it is very good from a story perspective but so was the main campaign. The ending offered no insight as to what happened with Riley, which I thought was the whole point of this dlc. The Last Of Us, in my opinion, is the greatest game of this generation but sadly this content is not among the best downloadable ones.,,I recommend purchasing the full game and this dlc but don't expect it to live up to the thrills and shocks of the main campaign",normal,2014-02-19,English,8,2,7
Kenmei,"Any excuse I get into playing more, original content for the Last of Us, I'll be all over. And this is no exception. There's alot to love about this short experience but there's a few things that don't really gel within the game. The game is goes from a series of flashbacks to present time, within the game, where you learn more about Ellie's motivations about why she's doing what she's doing. The introduction of the character of Riley, who we've only heard about till this point, was well done. The storyline about her and Ellie's final day together was, by itself, enough for admission for me. There's a particular stance that the writers took here with their relationship that I fully applaud, even though it feels a bit forced. I won't go into details about the biggest key moment in the DLC, but it's got alot of people talking about it right now, and for good reason. I do feel like the combat portions of the game probably didn't need to be there. I wish the DLC had just focused on Ellie and Riley instead of trying to force you through a part of the main story that wasn't really necessary. It was a great experience and just goes to remind you that this is the last bit of original content for the Last of Us, which is really sad. The game and story end on a high note, just like everything else involved with the game. This truly was one of, if not the, best game of the last generation and it goes out with a bang. I highly recommend this to anyone who wants some more Last of Us to play.",normal,2014-02-18,English,7,4,10
flax0174,"This piece of dlc is based around the main game, it is played out in flashbacks. It contains a few collectibles, art gallery to increase playtime. The game has naturally borrowed gameplay mechanics from the main campaign which work really well and user friendly. The game on my first playthrough took me 2 and a half hours to complete on survivor difficulty and is was a fresh and entertaining piece of dlc. It expertly portrays ellie as a funny and typical teenager, but a teenager with wisdom and a knack for survival. It fills out the missing parts from the main campaign and it ties up a lot of loose ends. I loved it and im going for another playthrough soon.",normal,2014-02-18,English,9,5,10
thezaza101,"A short but awesome DLC; this DLC is as good as the main story in terms of quality. my only complaint is that i found the DLC too easy even on survivor mode.,,Yes if you have played the main story then you already know what happens in this DLC but it is still very enjoyable to play and it will still be an unforgettable experience, this really shows how good the game and the DLC is put together.,,I will repeat what i said on my main game review to emphasize what i think of this game..""To put it simply, if they did a re-release of this game on the PS4, I'd buy it again full price and buy a PS4 in the process even though i played through this game 6 times and done achievement runs.""",normal,2014-02-18,English,6,3,10
notaworry,"People looking for a story experience full of emotion and some more insight into Ellie, this is perfect.,,Those looking to fight more enemies in new environments with new weapons and gear, might not like this one.,,Worth the price and time spent though.",expanded,2014-02-18,English,8,4,9
justachair,"This was maybe hte most anticipated DLC of the year, so Naughty Dog HAD to deliver, having the tough job of having to match the excellence of the full game in a ""downloadable content"" format. So choosing the prequel way, and throwing in the story of our favourite character, Ellie, Left Behind seem already the perfect choice.,In here, we get to see two perspectives, or let's say, two Ellies. One is already with Joel, slaying her way out of a mall. The other one is with Riley, her best friend, who, if you finished the campaign, you know how that story is going to end. Both stories don't work together quite as well as the narration in the campaign did, but it still has the touching moments you expect, and the quirky and quotable dialogue.,Gameplay is the same, intense, challenging and open-ended, but the DLC introduces a new feature into battle that is the one of ""Mixed enemies"". That means you have both, human enemies and infected, in a same room, giving you the choice of either going full-stealth one by one, or making them fight each other. Is a human near you? Throw a bottle near him, and let that clicker do its job. This makes the gameplay more tactical and surprisingly, more fun.,And of course, it is a beautiful DLC, just as the game, it pushes the PS3 to limits we have never seen before. So, in the end, Left Behind is short and a tad expensive (14.99 USD) but its two hour journey provides fans exactly what they want: More The Last of Us, and also a heart-warming story about two girls in this post-apocalyptic world whose story is both touching and devastating.",normal,2014-02-18,English,6,3,9
Neuroxic,"I should be giving this DLC a 9, but am scoring it higher because ND should be rewarded for the risk they took with regards to its pacing and content.,,After playing the Tibetan village scene in Uncharted 2 I realized that ND was capable of creating a AAA game with a minimal amount of combat where the main focus was dialog and exploration. This is the closest they've come to making one.,,The first 75% (around two hours) of Left Behind are nothing short of superlative. Having read the prequel comics I was ecstatic about the game's references to events in these, as I was to the fact that the protagonists are strong-willed non-sexualized young women. There's plenty of dialog yet it never seems forced or artificial, and there are many serious conversations about the characters lives and where they're heading.,,Like its story the game is beautiful and a few seconds into playing it my jaw had dropped as I was once again astonished at the level of graphics ND are able to get out of hardware bordering eight years of age, let alone the detail in their environments.,,For me however, the reason these first two hours stood tall above almost all AAA games I've played until now was the amount of combat: there were two encounters with infected and no encounters with humans. And this was perfect.,,They were segments in TLoU that nailed this (The opening section of the Fall chapter, the university, the sewers and the neighborhood) and are in fact my favorite parts of that game but overall I felt that TLoU had too much combat.,,Clearing room after room of zombies and goons is not fun, and in a devastated world I don't expect there to be many of each. This plausibility issue was my my chief problem with TLoU and the last 25% of Left Behind.,,There's too much combat in the DLC's penultimate chapter, and like TLoU ND still hasn't let go of one of their biggest sins: a difficulty spike at the end of a game. It's frustrating, ruins the pacing but above all signals to the player that game is coming to an end, causing instant loss of immersion.,,But as I mentioned at the beginning I forgave ND for these issues as they are SO close to creating a game with a focus on dialog and exportation. A game where combat is intense but rare.,,I only wish the DLC had lived up to its name, and left behind ND's addiction with combat completely.",normal,2014-02-17,English,9,5,10
UserScore,"The Last of Us: Left Behind Review:,Pros/ Good Points:,+ An outstanding story with unseen twists. Strong characters and character development. I think the DLC looks better than The Last of Us, but I'm probably wrong. Although it is undeniable (along with it's big brother) the best looking game of this generation. Amazing sound design. Increble and touching soundtrack by Gustavo Santaolalla, with the tracks being (again) used in the most appropriate moments. Great new twist to the combat, now letting you make the infected and survivors fight against each other.,Cons/ Bad Points:,- There's trophy bug that doesn't let me achieve the 100% completition of the DLC (the trophy is BFF). It's only 1 and a half hour long with exploring everything prolonging it to 2 hours. Though it is an incredible experience and I would pay anything for it, I know most people wouldn't and with that said, the 15 dollars price tag is a bit too expensive. Last combat scene felt forced.,Final Score and thoughts:,The Last of Us: Left Behind is a remarkable experience with some things that make it difficult to give it a 10. Still, if you like good stories and liked The Last of Us, go and buy it. You won't regret it.,Average Score: 9.3/10,For the 'The Last of Us' review, go to:,http://www.metacritic.com/user/UserScore?user_review_id=3973021",normal,2014-02-17,English,7,4,9
TheBrak,"Left Behind is the long awaited dlc for the Last of Us. The dlc is both a prequel and a side story. The characters are great and the dialogue is some of the best we have seen in the gaming industry.,,The story stands well on its on but also adds to the experience of the original game. The new combat situations stand among the best of the main game and especially the moments where you fight infected and humans at the same time are fresh and give a lot more strategic possibilities.,,The only con i can think of is the length which is around 2.5 hours. I don't have a problem with the length because it still delivers a complete and meaningful story. overall i am really happy about the dlc and it is a must play for fans of the Last of Us.",normal,2014-02-17,English,7,4,9
GrumpyReviewer,"Another example of why Naughty Dog has become one of the most important (if not THE most important) developers of our generation. They take an almost perfect game and add a DLC that is ACTUALLY worth our money and time. Playing Left Behind was like playing Last of Us all over again - but having the whole experience in a nut shell: fear, adrenaline, laughter, tears, joy. These guys are not ""game makers""; they are alchemists, wizards, poets. I just cannot believe the amount of emotions they can squeeze in a 3 hours chapter; without mentioning a beautiful revelation, given in such delicate way, that made me silent and radiant. I only give 9 because this is too short; we need more, we need to see what's going on. Other than that, the only thing I could say is ""Thank You"".",normal,2014-02-17,English,16,6,9
