id,review,type_review,platform,date,language,views,votes,score,split
camilosanchez16,"Excelente Juego. Proximamente puntaje para la versión Remastered. Animación única, al nivel de los grandes, excelente apartado gráfico, originalidad y jugabilidad. GOTY 2013.",expanded,ps3,2014-12-04,Spanish,0,0,10,train
Choelmin,"Good game. Really good story and distinctive characters and personally, I love the view of end of civilization. Story is also good. Not like many other zombie movie or games. But playing game is not really exciting. I think I will enjoy much better if I just watch another play's play. It's game play style is not very special and also not very exciting to me. except that, it is really great game.",expanded,ps3,2014-12-03,English,0,0,8,train
CheshireShat,"The Last of Us is absolutely breathtaking. Every second of it filled me with awe. I am genuinely grateful to have had the opportunity to play this masterpiece. Where to begin...,1. Story- The story rivaled that of even some of the greatest TV series and movies. It is filled with gut-wrenching suspense, great dialogue, and many tear-jerkers.,2. Gameplay- The gameplay felt just like Uncharted (a little smoother) so if you played that series you know what to expect.,3. Characters- All of the characters are brilliantly made. You are able to love and care for them almost immediately and you never stop. Not even when the credits roll.,,Overall, The Last of Us is a masterpiece. Definitely one of the top 5 best games ever made. I highly recommend it.",normal,ps3,2014-11-29,English,0,0,10,train
SkyrimGuy935,"This game is a work of art.  The characters and story give Chrono Trigger a run for its money, and if you've played Chrono Trigger, then you know what that means.  .  The gameplay and multiplayer aren't groundbreaking, but still fun and addictive.  Back to the story, this is the only game that has ever brought me so close to tears.  And it accomplished this by the end of the freaking intro.  Yeah, it's that brutal.  This is in my top 3 favorite games ever, and it is absolutely a 10/10.  I wish I could go higher.",normal,ps3,2014-11-28,English,0,0,10,test
Pavlenty,"The game offers intense virtually life changing experience. It perfectly blends relentless survival-manhunt-stlyle fighting with horror action and chilling drama boasting mesmerising cutscenes. The whole gaming process feels RIGHT. Every emotional confrontation in the game feels acutely real capable of making you blush. But this is not some rosy drama, this is a story of continuous struggle, wrenching pain and disgusting cruelty, story of managing challenges and doing the right thing no matter what, story of great loyalty and love, story of survival both physical and moral. Yet again - game feels right: there's nothing vulgar here, not intense manhunt-style violence, nor abundance of zombie-like infected people, nor ever-present bloodthirsty thugs, nor open-hearted scenes and pursuing feeling of despair make an overkill, it all makes sence.,Once you're done playing you won't forget it any time soon.",normal,ps3,2014-11-27,English,1,1,10,train
beatlemnkyhuman,"From the moment you start until the moment you finish; this game feels special.,,I would place it right next to your favorite t.v. show or movie and it would compete.,,It's the new gold standard of gaming.",expanded,ps3,2014-11-27,English,1,0,10,train
TemplarQuacks95,"Excellent story, graphics that are pretty impressive for Ps3 standards, compelling voice acting, and a phenomenal soundtrack. The moment I popped the game into the Ps3 and completed the first chapter, I realized this would become one of my favorite games. Naughty Dog is at the very top of their game and I strongly recommend this to anyone craving a violent game with emotional storytelling.",expanded,ps3,2014-11-27,English,0,0,10,train
Burun,"Best game ever! I really really like this game since the first time I played it. The story is just great, the characters are one of the best that I've ever seen in gaming in a long time. The way you get involved with them is great. Thanks for this game, Naughty Dog, well done!",expanded,ps3,2014-11-26,English,0,0,10,test
jasonxxx,"Action is predictable, same enemies on different maps, same ways to kill them. Bad crafting system.,Story, good but boring after played a while.,Great graphics for ps3.",expanded,ps3,2014-11-25,English,2,1,6,test
Joeshadowman,"The last of us is okay. It isn't by any means bad, but neither is it any good. Everything about this game is just middle of the road. The combat could have used some tweaking, as the guns are completely useless and I would have liked an option to not use melee weapons and save them on other specific enemies as apposed to whoever comes close enough for me to use it. As for the multi-player, avoid it at all costs. It's just tacked on and was added as a selling point rather then being something fun to play. The story was predictable and I didn't really care for any of the characters except for Joel. Yes, I know that the developers didn't want anyone to like him, but he's the only person who made sense to me in the game.,,All in all, I don't think the game is deserving of any of the awards it got and it hasn't earned it's place on my shelf. 6/10.",normal,ps3,2014-11-24,English,2,1,6,train
lunavixen,"I had moderate expectations when I picked this game up a few months after it came out, and it didn't even surpass those. I don't honestly understand the tongue bathing this game got with its hype, it's overrated to the point of being a joke.,,The main leads Joel and Ellie are both unlikable and flat as characters, they're boorish, lacking personality other than pretty much a single defining feature (Grizzled macho douche for Joel and angsty teen for Ellie) and it changes very little. Every support character may as well have a sign stapled to their forehead saying ""I will die or turn evil"", and I'm pretty sure the enemy AI isn't allowed to dress itself in the mornings, very easily manipulated or spazzy.,,The combat is duller than a bucket of beige paint at a paint drying convention. The ""stealth"" mechanics are poor at best, sneaking up on enemies is pointless and once you get seen, there is no way to break line of sight so they have to search for you, they just instantly know where you are no matter how you try and hide to recoup. The weapon mechanics are nothing to write home about, it's an over the shoulder shooter no different than Resident Evil 4, Gears of War or Mass Effect 2 & 3. I found the controls a bit sluggish as well, and the crafting system, though appropriate for the game type, was okay but not great.,,The story was so predictable that I predicted every single major plot point BEFORE it happened. It tries to hide the fact that it's basically a zombie game by not labelling the zombie-like enemies zombies and the 'clickers' are frustrating at best, if you have more than one coming at you (or coming at you from behind), you're boned.,,The only thing I can recommend is the graphics, better than the Uncharted series, but without a good story or characters, this game is not something I could recommend.",normal,ps3,2014-11-23,English,19,5,3,train
pesho_one,"It was a bit strange. I started the game on and it was Uncharted. I played through it, and it was nothing like Uncharted. It was a game world I wanted to be in (not literally of course). But while I was playing it, I felt like I was there. It hit home with me - the world, the characters, the places, the enemies... I was missing such gaming qualities for so many years and I was able to realized that just now.,For me, though, the first few hours wasn't very good. Somewhere in the 30% progress in the game, I was thinking about abandoning it as I was not even hooked and mostly annoyed... Am I a thankful I didn't. Not quite sure what exactly did it, but being on the verge of hating the game, I was subconsciously starting to fall in love with it. And there are some other games I would give 10/10, but this one, in addition, is something quite special. And I do miss it quite a lot.",normal,ps3,2014-11-22,English,1,1,10,train
NotAReptar,"A true masterpiece on every level. Great story, wonderful characters, perfect voice acting,  intense combat, fun multiplayer, beautiful graphics, difficult enemies, etc. etc. There is so much this game does good that it is hard to find any flaws in a otherwise perfect game. It is a game that will be remembered and played for generations. This game isn't for everyone though, so if you can't appreciate a game focusing on story rather then gameplay then this isn't for you.",normal,ps3,2014-11-22,English,1,1,10,train
p0labecool123,"this game is amazing it succeeds  in every aspect possible (graphics,sound,story,gameplay,etc). the story is great and the characters and voice acting are among the best i have ever seen in a videogame. if you own a ps3 or ps4 you have to buy this game is the best seventh generation game and currently the best game in the eight generation",expanded,ps3,2014-11-21,English,1,1,10,train
jchu524,"If you own a ps3.  You NEED this game.  The replay value is questionable, online multiplayer is usually fun, but has some network connection flaws.  The game itself is perfectly crafted.",expanded,ps3,2014-11-19,English,2,2,9,train
TotalSound,"I hated this game. Horrible plot, truly bad ending. The game was a constant thrust from one depressing scene to another with never a break from bleak and dismal content. Yes, I know that this is survival horror but unlike others of the genre, there is simply never any hope in this game. Not to mention the very tedious method of switching weapons and the constant scavenging for items to keep the character alive and the illogic of enemies running through the same hail of bullets without harm while you get slaughtered. I greatly dislike illogical games where the character can't jump over a two foot fence to escape and instead has to climb over trucks, boulders and other obstacles. And the repetition, good grief. Always the same nonsense from area to area and the same solution as well.",normal,ps3,2014-11-18,English,6,2,6,train
Fabian-Gonzalo,"EPIC adventure, the last of us, brings us, one of the best adventures that we can have in PS3, A very good worked game, it has a very charismatic characters, it shows how strong a friendship can be. with intense scenes that remind me scary games like Silent hill 1... the game is absolutely recommended!",expanded,ps3,2014-11-13,English,0,0,9,train
Tobi_Whatever,"The game is overrated. There, I said it.,This doesn't mean that it is not one of the best games in 2013 though.,Since everybody knows this game anyway, I am going to make this short.,,+ Perfect writing,+ Manages to make a stale setting interesting,+ Moving and animations feel great,+ Quite a lot of different settings so it never gets boring to look at,,- Stupid AI, both enemies and companions,- Level design is sometimes too obviously made fit for the game mechanics and ruins the immersion,- Slow start,,All in all a great experience, although I do not like the ""story before gameplay"" design philosophy.",normal,ps3,2014-11-13,English,0,0,8,train
markusdevine,"Another knockout by Naughty Dog, these guys know how to make a compelling story. Gun mechanics can be a bit wonky at times but this game has to be played by all.",expanded,ps3,2014-11-11,English,1,1,10,train
Iky009,"Can not seem to digest when it reaches the end, you are challenged to the limit in such a humane and sentimental drama you clings easily and is hard to say goodbye. I really do not know how to call this grandeur that despite being a game and brings a very human feeling emanates from there and he slingshot you. THE LAST OF US is not just any game is a masterpiece grand and unforgettable and full of feelings where we are challenged to try each one.",normal,ps3,2014-11-09,English,0,0,10,test
SiAScORCH,"This game can get a bit boring at some parts, but by no means does that define the game. This is one of the few games that grabs your emotions and takes them for a ride along with the game. You'll be happy at times, sad at others. It's a great length for a game, and just so interesting to play. I can't say enough good things about this game, it's going to be a classic one day, a game that was one of the best in it's era, so don't pass up the chance to play this game.",normal,ps3,2014-11-05,English,0,0,10,train
iagoparrot,"It was an average movie which a stereotypical Booker Dewitt hero and typical B grade cinema storyline that I've seen multiple times before, most of all there was nothing extraordinary about the gameplay. I think this team was embarrassed to make a video game.",expanded,ps3,2014-11-03,English,21,6,2,train
Sympleasya,"It's okay. The AI is pretty terrible, upon a second play through the scripted events remove the enjoyment from the first play through. The character interaction is decent, the music is good, the plot is okay. It's nothing special, but for a Triple-A game it's definitely better than most.",expanded,ps3,2014-10-27,English,5,1,7,train
WillgocostaBR,"This was the best game i've ever played!!!! Awesome!,That´s amazing atmosphere and characters. I'll waiting for ne next game of episode. Very great!!!!!!!",expanded,ps3,2014-10-22,English,1,0,10,train
SythusRATINGS,"Twenty years after a pandemic radically transformed known civilization, infected humans run amuck and survivors kill one another for sustenance and weapons - literally whatever they can get their hands on. Joel, a salty survivor, is hired to smuggle a fourteen-year-old girl, Ellie, out of a rough military quarantine, but what begins as a simple job quickly turns into a brutal journey across the country.",normal,ps3,2014-10-19,English,0,0,10,train
OmoDeCarton,"It is the so much acclaimed game for PS3. The game is an ""action adventure"" like Tomb Raider, or like the Uncharted series (indeed from the same software house).,The adventure is pleasant, the game lasts an average time (about 12-15 hours), the story is well thought out and there is great graphics without any uncertainty. The setting is post-apocalyptic, the plot seems obvious but it is not. I say no more to not spoil the surprise.,The music is pleasant, the game is never frustrating (if you can not go on is because you are using the wrong approach).,But ... Well, I had very high expectations which were not supported by the game. Everyone talks about how this is the killer application for ps3. Sure it's nice, you spend funny moments and is the true ""entertainment"" (you are always asking yourself ""how's it going forward""). But a masterpiece? I do not know, perhaps is because I come from the PC world where masterpieces are more numerous ...,Some negative aspects? There are none, the initial loading is very long (even 3-4 minutes), but then the game does not load EVER, so you can end it up without ever even wait a few seconds. Great optimization and no bug. Well done Naughty Dog!",normal,ps3,2014-10-18,English,0,0,9,test
Demonix74,"This game delivers in every way you'd expect from this genre.  I was amazed at how attached I was to the characters and the story.  (I actually care more about these characters than almost the entire crew of the walking dead),,The pacing, story  telling, gameplay, graphics, everything here is top notch.  I can't find a fault in this game at all.  It just delivers.,,The only downside is that the game is over now and I'm left waiting for the next installment.",normal,ps3,2014-10-15,English,0,0,10,train
BenHazelden,"The Last of Us portrays the most gripping story-line any video game has presented in history - I highly doubt that any future video game will achieve a perfection above this of Naughty Dog's for many decades to come.,The graphics are beyond perfection, and the music emphasizes emotion as excellent as the scripting and narrative do also.,The game-play is crisp, although with the occasional AI confusion, there are countless hours to be had fearing the terrifying foes throughout your epic journey.,10/10 - Ben Hazelden",normal,ps3,2014-10-13,English,0,0,10,train
leantha,"This is one of my top ten games that I have played. it's got good graphics and an amazing story line, if you enjoyed the walking dead you would probably like the last of us too.",expanded,ps3,2014-10-12,English,1,1,10,train
Xtord,"So then there was my review of the last of us. Completed twice got on release date and i almost regret it. For me this game is overrated i cannot see how this got higher then 8,5 max . You play as Joel in a post apocalyptic universe. And you task is to escort a girl named Ellie trough the US and find the fireflies. For me the overall story is one of naughty dog worst stories. And i have played all three uncharted games and jak and daxter games and some Crash Bandicoot. The story is bad, the characters development is however one of the few good points in this game. The game play is solid and the atmosphere is good. But what makes this games so bad for me was 1) it did not feel like a survival game , you had always enough ammo if you simply searched around, and it definitely did not feel like a horror game, The genre is action-adventure survival horror , and while i in some  extent agree with survival i dont agree with horror. The game is very short , took me not more then 12 hrs to complete if not less, and you have actually no point  to play it through more then once certainly not more then twice.  So for me the cons was replay-abilities and that it didnt live up to my expectations perhaps is was because  that the genre it was meant to be, and Joel somehow reminds me of Nathan Drake. The game play didnt do somethings new and the ai was pretty predictable is most cases , so i fell i can max give it a 7.2",normal,ps3,2014-10-09,English,3,2,9,train
Zayn_Hawskin,"When the First time I heard this game..I thought its just another zombie game.,,but i was wrong!,this game is truly masterpiece,and probably my fav game of all times.,,The strory was beautiful,memorable and fantastic!.,,The gameplay in this game is one best third person shooter gameplay ive ever played,you can craft items,do a stealth and use melee attack.,,the guns sound in this game is feels so real and also i love how the death animation feels so real and brutal,,graphics... best grapchis on ps3 nuff say,,I strongly recommend this game to peoples who had ps3,,also I really love Ellie shes so cute :D",normal,ps3,2014-10-03,English,1,1,10,train
Gamingfanclub,"This game has great gameplay , great visual and art design. Great storyline best of 2013. Its so flawless.Its got great stealth gameplay and shows the skill of survival. The multiplayer is also pretty solid. The best game of 2013 and one of the best games of all time.",expanded,ps3,2014-09-28,English,1,0,10,train
sussurus,"there are a lot of people complaining about this game. Maybe angry x box fans,maybe  unmedicated adhd suffers. It is not halo. it is not uncharted. it is not resident evil. These comparisons only serve to tell what the game isn't. Yes the beginning gameplay is a little slow like a movie, but it isnt a movie. I dont know what all the haters out there are looking for but something tells me all theyre looking for is something to hate on. The gameplay is intense, the graphics are stunning. its not too easy, its not too hard. im not a hardcore gamer so i didnt even notice any real ai glitches. Yes the characters are deep. the emotion can touch you. Its not your average game. if you want to be late for work, buy this game. If you want sore thumbs and your girlfriend to yell at you for ignoring her, buy this game. Very immersive.",normal,ps3,2014-09-27,English,1,0,10,train
SolidusSnake619,"A riveting and touching storyline, coupled with excellent graphics, great controls, suspense and action.  This game revitalizes the survival horror genre, akin to Dead Space and Resident Evil 4 when those games debuted. It is my choice for Game of the Year.",expanded,ps3,2014-09-26,English,2,1,10,train
Locerbus,"The most perfectly balanced story driven game I've yet played.  Amazing story, plenty of action and activities, it has a very long, thoughtful and interesting plot, with great animation, character development and the combat is actually pretty awesome too.,,I wish they had some better DLC right now, but I'm definitely keeping my eye on the future of this title.",expanded,ps3,2014-09-25,English,1,0,10,train
kimmaaaay,"Best game of the decade, in my opinion. Amazing and original story line, and great character back stories. It helps you gain a bond towards the character and gets you more involved within the game and makes you feel like you are with them instead of controlling them. Totally worth buying, loved it. Ellie has a fun, not too serious character where as Joel is more controlling but kind. I like the way Joel takes time to warm up to Ellie and through out the game, trusts her more. Very emotional with amazing graphics!",normal,ps3,2014-09-20,English,1,0,10,test
Zuqolyn,"The fact that a game with a zombie theme can be so unique still surprises me.  I was really confused about what I was feeling throughout the game. I especially loved the music, and the voice acting.",expanded,ps3,2014-09-20,English,1,0,9,train
metalic-surface,"Brilliant game, one of my favourite games. Awesome story, deep feelings, awesome design, vfx. It's really true masterpiece.,,+ hardcore & unique multiplayer,,I bought TLOU for PS3 and PS4, because i really love this game,,I love all of Naughty Dog's games",expanded,ps3,2014-09-19,English,1,0,10,train
Meth-dude,"The main characters are really handsome and the people who did their voice,they are just amazing.The graphics are spectacular and the story is not original but still fun to play.",expanded,ps3,2014-09-16,English,1,0,9,train
Elma,Oyundaki diyaloglar beni hayran birakti oyunun ortasina kadar pek keyif almamistim ama arabayla avcilarin baskinina ugradiktan sonraki bolumler cok keyifliydi bir kac tane bug vardi henry ve samle sehirden kacarken dusman binanin icine dustu olmustum :D kesinlikle oynanmasi gereken bir oyun oyunun ana menusunden bonuslar kisminda joel ve ellie kiyafet alabilirsiniz,expanded,ps3,2014-09-15,Turkish,3,1,10,train
blosa,"I have to admit this is one of the best games I've ever played. Everything in this game is perfect: the music, the story, the characters, the atmosphere, environments, graphics, etc.., Joel and Ellie are some of the best characters ever. The story is excellent. Oh yes, let's not forget the really good multiplayer game.,,If you have a PS3 you will be forced to play this masterpiece. If you do not have a PS3, this game is a reason to buy it.",normal,ps3,2014-09-14,English,1,0,10,train
ChristianDiaz,"While it's game play may contain notable flaws, The Last Of Us is ultimately saved by it's beautiful soundtrack, breathtaking atmosphere, & tremendous story.",expanded,ps3,2014-09-14,English,1,0,9,test
IBeDonkeyKong,"The Last of Us is a game that many people claim to be one of the greatest games in history based almost solely on a singular aspect of it -- its story. When you get down to it though, even the story is nothing that we haven't seen before, and does nothing to drastically change the landscape of future games. In other words, despite being a good and enjoyable game, it is not a ""masterpiece."" 10 years down the road, when people really take the time to think about what this game did for the video game industry, they will realize that it is not as glorious or revolutionary as the often-times polarized user reviews would say. Sure, it had a good story with some brilliant voice acting. Sure it had decent combat mechanics and great visuals. But did it do anything that we haven't seen before? Sadly, it did not. We've seen great voice performances in video games before. We've seen post apocalyptic survival (dare I say, ""zombie"") games with good stories before. We've seen great graphics before. Despite its good characteristics, this game did not provide any experience that made it dominate the other great games of the generation.,,With all that being said, I am not trying to ""bash"" or ""hate"" on this game. Rather, I am trying to give a realistic representation of the experience that any casual, hardcore, or average gamer who has not played this game before can expect. Do not go into this game thinking that it will change your life - it won't. You will, however enjoy it for what it's worth.",normal,ps3,2014-09-13,English,1,1,6,train
jojimbo,"Simply put, the best game ever made. Should be at the top of the list, GTAV, although a good game, should be second as it lacks a lot of stuff GTAIV had, Rockstar are MP benders and sold the SP short.,The Last of Us was a defining moment in gaming and Naughty Dog are the kings of storytelling",expanded,ps3,2014-09-12,English,3,1,10,train
Explodet,"A must have game and truly the greatest of a generation, if not one of the best games of all time. The story and characters are amazing, the visuals are gorgrous, the gameplay is great and gives you lots of options how to approach everything. The atmosphere and immersion really pull you in and you will find yourself in some tense situations. This is survival horror done right, where you need to think about how you will use limited resources snd ammo. To top it all off, the multiplayer is really good, requiring teamwork, communication, and strategy along with skill",normal,ps3,2014-09-11,English,1,0,10,test
Haluk,Oyundaki diyaloglar beni hayran birakti oyunun ortasina kadar pek keyif almamistim ama arabayla avcilarin baskinina ugradiktan sonraki bolumler cok keyifliydi bir kac tane bug vardi henry ve samle sehirden kacarken dusman binanin icine dustu olmustum :D kesinlikle oynanmasi gereken bir oyun,expanded,ps3,2014-09-09,Turkish,0,0,10,train
BentleyTurtle,"This is the best game one the playstation 3. It is so amazing. The characters are deep, the gameplay good, music is good and I can't think of nothing negative about it.",expanded,ps3,2014-09-09,English,0,0,10,train
Azwil,Good movie with a bad and unnecessary gameplay inside. Multiplayer - not fun. Stealth is made pretty bad. History has a hole and does not disclose the characters up to the end. This is not a game of the year.,expanded,ps3,2014-08-31,English,18,4,4,train
PS3Gamer7,"It is the best game ever made and it is not overrated.Graphics are super.Story is great.Character models are fantastic.When you mix these, it is perfect.",expanded,ps3,2014-08-30,English,0,0,10,train
qdbug,"3 Words only. Best. Game. Ever...,,Recommended for everyone best game ever created, its sad, and awesome! I will play forever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",expanded,ps3,2014-08-27,English,1,0,10,test
sully45,"Certainly the most powerfully and effectively written storyline in game media I have played to date.  Replaying difficult sections can be frustrating but only if you insist on playing on a difficult setting.  The gameplay serves the storytelling effectively while continuing to be entertaining for the majority of the game.,,The game's ability to predict my future actions in the intro was stunning.  Because the game seemed to respond to me, and didn't feel scripted.  I was floored by this game, and I will remember it fondly.",normal,ps3,2014-08-27,English,0,0,10,train
Syriamn,"A great story which happens to be told in a video game format. Although the story overpowered the video game experience. Only for that it's not a 10 for me.,STORY AND CHARACTERS: Perfect story and perfect balance between the two main characters. There's no good or bad here. Only hope and the need to survive,PRESENTATION: Naughty Dog has used the PS3 like no other developer. When we think you can't see anything better than the Uncharted series they pull this off!,GAMEPLAY: this is where i hoped to see a bit more of the video game experience. It's not totally balanced and you don't feel comfortable because of the scarce resources. I know it's meant to be this way but a little more action wouldn't harm the game.,ONLINE: Played it a couple of times but it's not Naughty Dog forte.,An experience that pushes video games to a different level. Absolutely mandatory.",normal,ps3,2014-08-27,English,0,0,9,train
Nezerty,"My best experience in the video game world, masterpiece. Gameplay, scenario, feels, so, all they good in this game, I waw marked by this experience, it's a true masterpiece.",expanded,ps3,2014-08-23,English,2,1,10,test
JAGUAR10,"I don't understand the low scores some people have given to this game at all.  IMO it is one of the best, if not THE best game I've ever played.  I was so caught up in the story that I cried more than once.  Yeah, some of the puzzle type things are repetitive - like finding pallets - but the story, the characters, the environments and the fighting more than make up for it - besides you don't have a lot to work with after 20 years of a violent plague almost wiping out mankind.  I liked finding ammo and things to craft with and, for me anyway, I found the sneaking and fighting very challenging on the Normal setting.  I'm an avid 60 year old gamer and I'm not out to prove I can beat the game on super hard mode, I don't try for all the trophies and I'm not a trolling fan boy - I enjoy a good game with a great story and this game has it!!!  In spades!!   I'm on my 3rd go round and cannot stop playing it.  The characters and the things they go through are so realistic.  The voice acting is phenomenal and the other sounds in the environment are extremely realistic.  The infected enemies are scary as **** and the human enemies are sometimes worse!   It was very satisfying whacking the crap out of them with a melee weapon.   I found the controls pretty easy once you got used to them.  I did have to die a few times in some places but I always managed to figure out different strategies for killing all enemies and getting all loot.,This game kept me interested all the way through and more - not like the disappointing Watch Dogs where I was bored to death after a few chapters - The Last of US is definitely worth your money and I can't wait for the upcoming movie I heard about.  Joel and Ellie get my vote for the best voiced and best written characters in any video game ever made!!",normal,ps3,2014-08-23,English,1,0,10,train
stako,"This is THE most overrated I have ever played. But read on - I'm not a mindless hater. The game is good, It's just not as good as everyone is leading you to believe.,So The Last of Us is a game from Naughty Dog, and as such - it comes with some privileges, like better understanding of PlayStation Tech and a pretty huge budget. This guarantees it won't be a bad game, and it's not. But let me tell you why it isn't the masterpiece everyone has been leading all of us to believe it is.,Graphically, it's a pretty game. A lot of people go out of their way to tell us how beautiful it is. And sure, some scenes do look awesome, some views are indeed, as Ellie points out at least 50 times during the game, pretty good, but it isn't the best looking PS3 game, nor the best that Naughty Dog have delivered. If you disagree, go back and play Uncharted 3 again - better design, better texture quality. It is pretty obvious that this game has been toned down from the PS4 version to be released on PS3.,The sound and voicework are pretty awesome, as most games from this dev delivered thus far. Some soundtrack choices are peculiar, but haunting and moving none the less.,However, the writing of the game is noticeably worse than what we've come to expect from Naughty Dog. Particularly, Ellie's part is written terribly, giving the actress no actual words to work with. And the overall plot has huge issues, mainly the fact that the game is not about anything. It isn't about Joel and Ellie and their relationship, it's not about a journey, it's not even about saving human kind - it's just a game with nothing to say. It's a empty, fun vessel and nothing more. The Director missed too many of opportunities to make this experience special or noteworthy. The most interesting part of The Last of Us are the Infected, though the game isn't much about them either. / SPOILERS / And the ending is too disappointing to even be considered a proper ending. Without giving too much away, it practically makes the whole game entirely pointless. Most games end with the player saving the world, or someone special. The world - obvious choice, it makes everyone feel at least a bit happy with their experience. However, this game forces you to make the other choice and save someone special. However, the game didn't give me not one reason to really care and like neither Joel or Ellie, and even if you like them - the thing is that the game does not make you feel for Ellie as Joel feels for her, and that is where the problems lie, in my opinion. / END SPOILERS /,Gameplay is probably the strongest point of The Last of Us, however there are a few issues with pacing here and there, along with a few really awkward decisions that lead nowhere. Even at that, both stealth sections and gunfights are intense, well-thought out and balanced - probably the best we've seen from Naughty Dog.,And that is pretty much it. It's a weak ""The Walking Dead"" spinoff, that is not that great. It's not a ""masterpiece"" - a 100%, a 10/10 or a 5/5. A game considered a masterpiece must have meaning, better writing, and not only good looks, but good design too. To me, everyone who gives this game above an 8 is either dumb or has been paid to do so. If you don't agree on my points - go play The Walking Dead Season 1, there you can see how much better executed is a very similar plot.,Most people have heard probably of BioShock Infinite - a game that was not so overhyped. I'm bringing it up, because it's a good example to compare The Last of Us with - about writing, about how the game is directed to make you care and about the fact that it contains meaning, it contains something that will haunt you until you die. This is something The Last of Us strives to achieve, but I believe that ultimately it's bad directing and a weak plot that bring it down from greatness.,The Last of Us is indeed the most overrated game I have ever seen and played. However, that does not mean it's not a good game - it is. It's fun, very fun in fact, and I do recommend it, because there is something to it. It's just not the masterpiece everyone is now almost taught to say it is.",normal,ps3,2014-08-23,English,0,0,7,train
samsolidME,"This is not a review, this is a love letter to Naughty dog :),This is not a video game, this is interactive experience and absolutely the best game I have ever played.,First of all, I don't,like Apocalypse, games, somehow they are not exactly my cup of tea. But this lifeless world is in a specific way full of life. Life, your life and way more important, girls life. The way i felt while playing The Last of us i felt so emotional and the atmosphere was so intensive that i could feel the weight of a burden to preserve girls life. Very story driven, absolutely awesome characters and great actors. Game design is great and I mean in functional and aesthetic way.  Foliage is greener than in far cry witch is synonym for paradise on virtual earth.,Stealth great, AI  very good, combat very good, graphics stellar ( how PS 3 could handle this I don't, know),In any way a must have game.,Clear 10 :)",normal,ps3,2014-08-21,English,1,1,10,train
4you7reviews,"I not going to lie, but this game is nearly perfect. The story is good. Though if you a story like this before is no surprise. The writing makes the game feel and sound real. The story feel a natural pace. There's zombie, but they're not zombies. The game calls them ""Infected"". There's three types of them: Runners will run and smack you. Clickers will walk up to you and kill you in one move. And Bloaters just Clickers but stronger. This game claim to be horror but the game isn't scary. To the people say I just going to watch it on Youtube are dumb. Is not the story that's makes the game good is the experience. There's online and is good as the game. I say get it. This game is at PS3 and PS4.",normal,ps3,2014-08-21,English,0,0,10,test
Gioak,"I rarely complete videogames, as I often find plots boring: this game made me change how I look to videogames plots. Amazing, nothing else to say. I loved it and I still love it",expanded,ps3,2014-08-19,English,0,0,10,train
DJIBOUTI,The content of this game is great 10 out of 10. The gameplay is challenging and you have to use your brain for good strategy. The only problem is I beat it in about 25hrs or 1 weekend. I was not able to max out any of my weapon upgrades or health upgrades. I spent a lot of time searching rooms and drawers too. I would say I probably searched at least 90% or the areas so its not like I just ran through it. I spent about $40 on it so I am a little disappointed. These types of games are fun but they are not made to repeat over and over. So basically I am done with it.,normal,ps3,2014-08-18,English,16,1,1,train
Danny83,"The only decent game I have played in a while and it's made for a relic. Imagine if this was built taking advantage of a high end PC. I gave a ten as compared to the other 99% of crappy games out there this comes out tops, a rather sad thing to say about the gaming industry.",expanded,ps3,2014-08-16,English,1,1,10,train
grenadehh,"Unfortunately someone on here has to write a real review so here you go, you're welcome.,,The Last of Us won over 200 GOTY awards. Don't forget that fact, no Sony fan will ever let you. Does that make it a good game? Absolutely not.,,As has come to be expected from Naughty Dog, The Last of Us excels in presentation. Truly, the art, overall graphics, animation, even the voice acting are phenomenal. You won't find better than them in any other title. Beyond Two Souls is on par, but not better, when it comes to presentation. The dialogue seems legit and it is often times entertaining.,,Unfortunately after you get over that, The Last of Us is nothing more than a meme-stuffed stroll through the drudgery of not only video game cliches, but also the rest of popular media. Comparisons have been made to Cormac McCarthy and the similarity is only cosmetic if you examine the Road and TLOU side by side. Comparisons can be made to The Book of Eli, I Am Legend, and literally every other zombie movie that has ever been made - because that's what this is, an emulation of the zombie genre, but not a parody.,,The gameplay in The Last of Us is absolutely mind numbing. Whether it's the lack of variety or the overall redundancy of every single segment save the very first 20 minutes of the game, there is absolutely nothing entertaining about it. As the game progresses you are simply playing a movie and the only way to progress it is to get from cutscene to cutscene. Once you realize this, you'll also come to the realization that just like Uncharted, the Last of Us is an overrated blockbuster whose merits come from technical accomplishment - and not from actual gameplay, which should be the defining characteristic of a video game.,,Ignoring the plot holes involving Ellie and Joel, the gameplay changes once  you switch characters, but only for about 20 minutes, and not in any way that should be remotely unfamiliar to survival horror enthusiasts. After that, the gameplay changes again from a somewhat stealth driven survival game into a flat out murder simulator, just like Uncharted, and it sheds all former pretense of being interesting, ending in one ridiculous shootout sequence that would give Uncharted 3 a run for its money.,,The only saving grace to the gameplay  is the multitude of multiplayer modes. Essentially it is just team deathmatch, but the survivalist aspects of the game and the moderate realism have been worked in to make it truly interesting while at the same time hilarious. I've never played another game where someone beating me to death with a plank of wood was so hilarious - whether because it's stupidly overpowered or a riot to watch.",normal,ps3,2014-08-15,English,2,2,7,train
